2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Chicago | 218132 |,120,,90,,,,Chicago,218132,Influenza,18 to 49 years of age,Pipeline,PSV Completed,10/1/2026,12/15/2026,,,150,2631,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | 218139 |,200,,140,,,,Chicago,218139,Influenza,18 to 49 years of age,Pipeline,On Hold/Postponed,04/01/2026,4/1/2027,,,200,2642,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | 218741 |,50,,35,,,,Chicago,218741,RSV_Flu Vaccine,18 to 49 years of age,Pipeline,On Hold/Postponed,4/1/2026,04/01/2027,,,50,3027,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | 221847 |,200,,160,,,,Chicago,221847,COVID-19,adults greater than and equal to 18 years of age,Pipeline,On Hold/Postponed,10/1/2026,04/16/2027,,,250,5001,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | 289318 |,20,,0,,,,Chicago,289318,Chronic Sinusitis,18 to 49 years of age,Pipeline,Pre-award,04/01/2026,04/01/2027,,,20,4638,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | 80120522 |,45,,20,,,,Chicago,80120522,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,04/01/2026,07/01/2026,,,45,4897,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | AIC316-01-III-01 |,20,,10,,,,Chicago,AIC316-01-III-01,HSV Treatment,adults greater than and equal to 18 years of age,Startup,Site Selected,05/28/2026,12/03/2026,,,4,6214,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2,2,1,2,2,2,2,2,1,2,1,1,1
Chicago | ALN-AGT01-008 |,10,,8,,,,Chicago,ALN-AGT01-008,Hypertension,18 to 49 years of age,Pipeline,FQ Submitted,05/01/2026,04/01/2027,,,20,5256,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
Chicago | BC #139639-01 |,10,,0,,,,Chicago,BC #139639-01,UTI,adults greater than and equal to 18 years of age,Pipeline,Pre-award,04/01/2026,04/01/2027,,,10,5458,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | BC#136259-01 | Study 3,5,,5,,,,Chicago,BC#136259-01,Pneumococcal,"Healthy Toddlers, Children & Adolescents",Archive,CRO Not Selected,04/01/2026,01/30/2027,,,5,4615,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | VP-VYV-683-3102 |,6,,6,,,,Bellaire,VP-VYV-683-3102,Schizophrenia,18 to 65 years of age,Enrolling,Greenlight Received,11/10/2025,11/01/2027,,,6,6423,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
BLI5100-301 |,0,,0,,,,Digestive Health - Affiliate,BLI5100-301,Erosive Esophagitis,≥ 21 and < 65 years of age,Enrolling,Enrolling,,,,,,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago | C4931009 |,75,,60,,,,Chicago,C4931009,Pneumococcal,adults greater than and equal to 18 years of age,Pipeline,On Hold/Postponed,04/21/2026,08/17/2026,,,212,4926,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | C4931014 |,60,,40,,,,Chicago,C4931014,Pneumococcal,> 65 years of age,Pipeline,On Hold/Postponed,04/03/2026,06/12/2026,,,50,4962,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | C6271002 |,205,,170,,,,Chicago,C6271002,Influenza,adults greater than and equal to 18 years of age,Pipeline,On Hold/Postponed,09/05/2026,10/01/2026,,,377,6149,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | CV2 SARS-COV2-014/123336-01/220749 |,40,,20,,,,Chicago,CV2 SARS-COV2-014/123336-01/220749,COVID-19,18 to 49 years of age,Pipeline,On Hold/Postponed,01/01/2026,06/01/2026,,,40,2741,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | D6405C00001 |,10,,7,,,,Chicago,D6405C00001,Chronic Kidney Disease,"18 to 75 Years (Adults, Older Adults)",Pipeline,On Hold/Postponed,04/27/2026,04/27/2027,,,20,5731,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | D7260C00015 |,20,,6,,,,Chicago,D7260C00015,Obesity,adults greater than and equal to 18 years of age,Pipeline,PSV Completed,07/06/2026,03/15/2027,,,14,7230,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,1,,1,1,1,,1,1,1,
Chicago | D7266C00001 |,13,,10,,,,Chicago,D7266C00001,CVOT,adults greater than and equal to 18 years of age,Pipeline,FQ Submitted,07/06/2026,03/15/2027,,,13,7001,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyfair | C4591081 |,135,,135,,,,Cyfair,C4591081,COVID-19,50 to 65 years of age,Maintenance,Maintenance,01/09/2026,06/15/2026,,,120,6757,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | D8750C00010 |,5,,4,,,,Chicago,D8750C00010,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,08/01/2026,07/23/2026,,,13,6287,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | D8750C00011 |,5,,4,,,,Chicago,D8750C00011,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,08/01/2026,06/26/2026,,,13,6307,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | D8750C00012 |,13,,10,,,,Chicago,D8750C00012,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,08/01/2026,07/31/2026,,,13,6276,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | D8750C00014 |,13,,10,,,,Chicago,D8750C00014,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,08/01/2026,08/21/2026,,,13,6296,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | ELU42 |,10,,8,,,,Chicago,ELU42,Diabetic Foot Ulcer,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,04/01/2026,05/22/2026,,,10,6027,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | ENERGI-F703-04 |,8,,5,,,,Chicago,ENERGI-F703-04,Diabetic Foot Ulcer,adults greater than and equal to 18 years of age,Pipeline,FQ Submitted,06/01/2026,,,,8,7024,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | ERN: 7083 |,50,,35,,,,Chicago,ERN: 7083,COVID-19,18 to 49 years of age,Pipeline,On Hold/Postponed,04/01/2026,04/01/2027,,,50,2309,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | MAB02735 |,120,,100,,,,Chicago,MAB02735,RSV Vaccine,18 to 49 years of age,Pipeline,Potential,08/01/2026,08/31/2026,,,100,4202,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Chicago | MET233-097-25-202 |,N/A,,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,6813,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Chicago | mRNA-1083-P303 |,50,,40,,,,Chicago,mRNA-1083-P303,Combined Covid + Influenza Vaccine,"18 to 75 Years (Adults, Older Adults)",Archive,Canceled,02/01/2026,02/01/2027,,,50,4624,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | mRNA-1189-P301 |,15,,12,,,,Chicago,mRNA-1189-P301,Epstein Barr,Teenage (12 to 17),Pipeline,Potential,4/1/2026,04/01/2027,,,15,2843,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
Boston | D7960C00015 |,12,,11,,,,Boston,D7960C00015,Dyslipidemia,adults greater than and equal to 18 years of age,Enrolling,Enrolling,11/30/2025,08/15/2027,,,13,5338,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chicago | mRNA-1403-P301 | Additional Cohort,87,,52,,,,Chicago,mRNA-1403-P301,Norovirus,> 60 years of age,Maintenance,Maintenance,11/26/2025,01/28/2026,,,87,6871,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | mRNA-1468-P301 |,150,,120,,,,Chicago,mRNA-1468-P301,Herpes Zoster,Elderly Adults (50+),Pipeline,On Hold/Postponed,6/1/2026,06/01/2027,,,150,2489,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | No information |,0,,0,,,,Chicago,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,1/1/2026,01/01/2027,,,50,5077,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | No information |,50,,0,,,,Chicago,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,02/03/2027,,,50,5082,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | No information |,50,,0,,,,Chicago,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,02/03/2027,,,50,5089,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | No information |,50,,0,,,,Chicago,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5096,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | No information |,50,,0,,,,Chicago,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5103,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | No information |,50,,0,,,,Chicago,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5110,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | No information |,50,,0,,,,Chicago,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5117,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | No information |,50,,0,,,,Chicago,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5124,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | No information |,50,,0,,,,Chicago,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5131,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | No information |,50,,0,,,,Chicago,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5138,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | No information |,50,,0,,,,Chicago,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5145,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | No information |,50,,0,,,,Chicago,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5152,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | No information |,50,,0,,,,Chicago,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5159,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | No information |,10,,0,,,,Chicago,No information,Obesity,18 to 49 years of age,Pipeline,On Hold/Postponed,01/02/2026,01/02/2027,,,10,5230,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | None at the moment |,0,,0,,,,Chicago,None at the moment,COVID-19,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,03/01/2026,03/01/2027,,,10,5716,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | None at the moment |,0,,0,,,,Chicago,None at the moment,COVID-19,> 65 years of age,Pipeline,Pre-award,09/01/2026,09/01/2027,,,15,5755,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | None at the moment |,0,,0,,,,Chicago,None at the moment,Contraception,18 to 49 years of age,Pipeline,Pre-award,01/01/2026,11/14/2026,,,13,5767,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | None at the moment |,0,,0,,,,Chicago,None at the moment,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,01/01/2027,,,8,5786,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | None at the moment |,0,,0,,,,Chicago,None at the moment,Herpes Zoster,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/01/2026,04/01/2027,,,10,5806,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | None at the moment |,0,,0,,,,Chicago,None at the moment,Urticaria,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/01/2026,04/01/2027,,,10,5919,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | None at the moment |,0,,0,,,,Chicago,None at the moment,Hypothyroidism,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,01/01/2027,,,8,5926,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the moment |,0,,0,,,,Chicago,none at the moment,Pneumococcal,50 to 80 years of age,Pipeline,Pre-award,03/01/2026,05/31/2026,,,100,5961,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the moment |,0,,0,,,,Chicago,none at the moment,HSV,adults greater than and equal to 18 years of age,Pipeline,Pre-award,04/01/2026,04/01/2027,,,10,6175,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the moment |,0,,0,,,,Chicago,none at the moment,Erectile Dysfunction,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,07/31/2026,,,15,6197,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the moment |,0,,0,,,,Chicago,none at the moment,COVID-19,50 to 65 years of age,Pipeline,Pre-award,04/01/2026,06/01/2026,,,50,6226,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the moment |,0,,0,,,,Chicago,none at the moment,CVOT,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,07/01/2026,07/31/2027,,,123,6360,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | None at the moment |,0,,0,,,,Chicago,None at the moment,HSV,adults greater than and equal to 18 years of age,Pipeline,Pre-award,03/01/2026,08/31/2026,,,15,6374,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the moment |,0,,0,,,,Chicago,none at the moment,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/06/2026,01/06/2027,,,15,6403,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the moment |,0,,0,,,,Chicago,none at the moment,IBS,adults greater than and equal to 18 years of age,Pipeline,Pre-award,04/01/2026,04/01/2027,,,20,6439,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the moment |,0,,0,,,,Chicago,none at the moment,Epstein Barr,18 to 20 years of age,Pipeline,Pre-award,07/01/2026,07/01/2027,,,50,6462,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the moment |,0,,0,,,,Chicago,none at the moment,Diabetic Foot Ulcer,adults greater than and equal to 18 years of age,Pipeline,Pre-award,04/01/2026,04/01/2027,,,8,6473,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the moment |,0,,0,,,,Chicago,none at the moment,colorectal cancer (CRC),"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/30/2026,04/30/2027,,,8,6729,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the moment |,0,,0,,,,Chicago,none at the moment,Alzheimer's Disease,50 to 80 years of age,Pipeline,Pre-award,01/01/2026,01/01/2027,,,8,6831,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the moment |,0,,0,,,,Chicago,none at the moment,Obesity,adults greater than and equal to 18 years of age,Archive,CRO Not Selected,05/01/2026,05/01/2027,,,50,6855,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the moment |,0,,0,,,,Chicago,none at the moment,ST-elevation Myocardial Infarction,"18 to 75 Years (Adults, Older Adults)",Archive,CRO Not Selected,07/01/2026,12/31/2026,,,7,6976,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the moment |,0,,0,,,,Chicago,none at the moment,Obesity,adults greater than and equal to 18 years of age,Archive,DM Declined,05/02/2026,02/01/2027,,,8,7044,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the moment |,0,,0,,,,Chicago,none at the moment,Chronic Lower Back Pain,adults greater than and equal to 18 years of age,Pipeline,Potential,04/29/2026,07/26/2026,,,8,7070,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the moment |,0,,0,,,,Chicago,none at the moment,Influenza,adults greater than and equal to 18 years of age,Pipeline,Potential,07/23/2026,11/13/2026,,,175,7123,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | none at the tmoment |,0,,0,,,,Chicago,none at the tmoment,Migraine,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,02/02/2026,02/02/2027,,,10,6071,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | OAB58677 |,50,,0,,,,Chicago,OAB58677,HPV Vaccine,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,01/01/2027,,,50,5024,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | OAB71527 |,50,,18,,,,Chicago,OAB71527,Shingles,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,03/31/2026,03/31/2027,,,200,5041,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | PAB72224 |,0,,0,,,,Chicago,PAB72224,Glabeller Lines,18 to 65 years of age,Pipeline,Pre-award,05/02/2026,05/29/2026,,,10,6104,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | PAB78438 |,0,,0,,,,Chicago,PAB78438,Type 2 Diabetes,adults greater than and equal to 18 years of age,Pipeline,Pre-award,07/01/2026,07/01/2027,,,10,6054,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | RIV-HU6-2203 |,10,,7,,,,Chicago,RIV-HU6-2203,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,On Hold/Postponed,04/01/2026,07/01/2026,,,10,5240,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | ST-1891-301 |,N/A,,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,3704,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Chicago | US-EPS-24070 |,12,,7,,,,Chicago,US-EPS-24070,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,04/01/2026,7/28/2026,,,12,4621,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | V118_24 |,113,,113,,,,Chicago,V118_24,Influenza,> 65 years of age,Maintenance,Maintenance,11/03/2025,11/30/2025,,,250,5617,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | V201_05 |,250,,0,,,,Chicago,V201_05,Influenza,18 to 49 years of age,Pipeline,On Hold/Postponed,03/01/2027,05/31/2027,,,250,2154,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | V201-08 |,110,,70,,,,Chicago,V201-08,Influenza,Adolescent (5 to 12),Pipeline,Potential,04/18/2026,01/15/2027,,,100,4196,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,0,9,0,3,0,0,0,0,0,0,0,0,0,0
Chicago | VAX31-104 |,60,,48,,,,Chicago,VAX31-104,Pneumococcal,18 to 49 years of age,Pipeline,Potential,04/01/2026,04/01/2027,,,60,2514,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,4,0,3,0,5,0,3,0,5,0,3,0,4
Dallas-Fort Worth | C4591081 |,135,,135,,,,Dallas-Fort Worth,C4591081,COVID-19,50 to 65 years of age,Maintenance,Maintenance,02/13/2026,06/15/2026,,,200,6759,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago | VX24-548-111 |,8,,4,,,,Chicago,VX24-548-111,Diabetic Neuropathy,adults greater than and equal to 18 years of age,Archive,Not Selected,04/22/2026,04/23/2027,,,8,6936,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas-Fort Worth | 306300 |,3,,2,,,,Dallas-Fort Worth,306300,MASH,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,,,,,3,6706,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyfair | 1378-0021 |,4,,4,,,,Cyfair,1378-0021,Hypertension,18 to 49 years of age,Pipeline,Potential,04/01/2026,04/01/2027,,,4,4338,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Boston | VBD00002 |,80,,64,,,,Boston,VBD00002,RSV Vaccine,Elderly Adults (50+),Pipeline,On Hold/Postponed,10/02/2027,,,,105,3856,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyfair | 218130 |,150,,100,,,,Cyfair,218130,Influenza,> 65 years of age,Startup,Site Selected,09/01/2026,10/30/2026,,,150,2614,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyfair | 218132 |,120,,90,,,,Cyfair,218132,Influenza,18 to 49 years of age,Pipeline,PSV Completed,10/01/2026,12/15/2026,,,150,2625,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyfair | 218139 |,200,,140,,,,Cyfair,218139,Influenza,18 to 49 years of age,Pipeline,On Hold/Postponed,04/01/2026,04/01/2027,,,200,2636,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
