Copy of Revenue Forecast Model 2023-2027 (05/22/2026),,,, Sites name changed ,8:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",0% - 10%,,,,,,,,,,,,,,,,,,Total Actual + Fin goals,Sponsor Vs Fin goals,Total Actual + Ops goals,Sponsor Vs Ops goals,,,,,,,,,,,,,,
PMT,1524,2108,RFT | 2019nCoV-314,River Forest,Dr. Mary Brown,2019nCoV-314,Closed,Closed,Novavax,Syneos Health,COVID-19,Vaccine-COVID,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,9/8/2023,Non-Psych,"8,491",Novavax-2019nCoV-314/7050773-Phase  3 Monovalent SARS-CoV-2 Omicron,Syneos Health,Novavax,Active,Closed,2108RFT | 2019nCoV-314,50,0,50,"414,537","414,537",No Priority,"449,580",Q3,Syneos Health,Closed,River Forest,Vaccine-COVID,76% - 85%,Closed,Other,Syneos Health,Not Priority,0,0,0,  - ,,0,0,0,0,53,53,0,,53,-53,53,-53,,"1,082",301 Onwards,N/A,Not Included,,,,,0,0,0,0,0
PMT,1472,1968,BEL | VAN00010 Adult,Bellaire,Dr. Bonnie Colville,VAN00010,Maintenance,Maintenance,Sanofi,ICON,Meningococcal,Vaccine-Other,Vaccine,,0,0,"4,300",0,0,0,0,0,0,0,0,0,"4,300.00",Maintenance,0,100%,,12/6/2023,Non-Psych,"16,952",Sanofi-meningococcal vaccine study -VAN00010,ICON,Sanofi,Active,Maintenance,1968BEL | VAN00010 Adult,6,0,6,"118,092","118,092",No Priority,"169,917",Q4,ICON,Maintenance,Bellaire Non-Psych,Vaccine-Other,76% - 85%,Maintenance,Sanofi,ICON,Not Priority,"4,300",0,0,  - ,,0,0,0,35,7,7,0,,7,28,7,28,,"1,161",301 Onwards,N/A,Not Included,,,,,0,0,"4,300",0,"4,300"
PMT,1542,2157,TTH | D5982C00007,Tomball 13406,Dr. Mustafa Naeem,D5982C00007,Closed,Pre-Closed,AstraZeneca,IQVIA,Asthma,Respiratory,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,11/21/2023,Non-Psych,"41,900",AstraZeneca-D5982C00007-Phase 3 BREZTRI Program KALOS/LOGOS,IQVIA,AstraZeneca,Active,Closed,2157TTH | D5982C00007,0,0,0,"18,440","18,440",No Priority,"30,140",Q4,IQVIA,Closed,Tomball 13406,Respiratory,76% - 85%,Closed,AstraZeneca,IQVIA,Not Priority,0,0,0,  - ,,0,0,0,7,,,0,,0,7,0,7,,273,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1462,1941,CYF | mRNA-1083-P301,CyFair,Dr. Muhammad Irfan,mRNA-1083-P301,Closed,Closed,Moderna,PPD,COVID_Flu_RSV Combo,Vaccine-Other,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,10/25/2023,Non-Psych,"9,006",Moderna-mRNA-1083-P301-Phase 3 Coronavirus + Flu Vaccine,PPD,Moderna,Active,Closed,1941CYF | mRNA-1083-P301,115,0,115,"710,454","710,454",No Priority,"964,141",Q4,PPD,Closed,CyFair,Vaccine-Other,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,120,0,0,120,72,72,0,,72,48,72,48,,274,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1462,1940,BEL | mRNA-1083-P301,Bellaire,Dr. Bonnie Colville,mRNA-1083-P301,Closed,Closed,Moderna,PPD,COVID_Flu_RSV Combo,Vaccine-Other,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,10/25/2023,Non-Psych,"9,006",Moderna-mRNA-1083-P301-Phase 3 Coronavirus + Flu Vaccine,PPD,Moderna,Active,Closed,1940BEL | mRNA-1083-P301,97,0,97,"613,922","613,922",No Priority,"817,394",Q4,PPD,Closed,Bellaire Non-Psych,Vaccine-Other,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,110,0,0,110,51,51,0,,51,59,51,59,,274,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1462,2114,TMB | mRNA-1083-P301,Tomball 13406,Dr. Vicki Miller,mRNA-1083-P301,Closed,Closed,Moderna,PPD,COVID_Flu_RSV Combo,Vaccine-Other,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,10/26/2023,Non-Psych,"9,006",Moderna-mRNA-1083-P301-Phase 3 Coronavirus + Flu Vaccine,PPD,Moderna,Active,Closed,2114TMB | mRNA-1083-P301,85,0,85,"537,015","537,015",No Priority,"715,649",Q4,PPD,Closed,Tomball 13406,Vaccine-Other,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,120,0,0,120,32,32,0,,32,88,32,88,,274,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1462,2115,SGL | mRNA-1083-P301,Sugarland,Dr. Lisa Holloway,mRNA-1083-P301,Closed,Closed,Moderna,PPD,COVID_Flu_RSV Combo,Vaccine-Other,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,10/25/2023,Non-Psych,"9,006",Moderna-mRNA-1083-P301-Phase 3 Coronavirus + Flu Vaccine,PPD,Moderna,Active,Closed,2115SGL | mRNA-1083-P301,98,0,98,"619,840","619,840",No Priority,"833,577",Q4,PPD,Closed,Sugarland,Vaccine-Other,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,120,0,0,120,53,53,0,,53,67,53,67,,274,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1462,1945,SFL | mRNA-1083-P301,Southfield,Dr. Rebecca Rivard,mRNA-1083-P301,Closed,Closed,Moderna,PPD,COVID_Flu_RSV Combo,Vaccine-Other,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,10/25/2023,Non-Psych,"9,006",Moderna-mRNA-1083-P301-Phase 3 Coronavirus + Flu Vaccine,PPD,Moderna,Active,Closed,1945SFL | mRNA-1083-P301,76,0,76,"494,731","494,731",No Priority,"664,557",Q4,PPD,Closed,Southfield,Vaccine-Other,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,110,0,0,110,43,43,0,,43,67,43,67,,274,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1462,1942,PHL | mRNA-1083-P301,Philadelphia,Dr. Kem Yenal,mRNA-1083-P301,Closed,Closed,Moderna,PPD,COVID_Flu_RSV Combo,Vaccine-Other,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,10/20/2023,Non-Psych,"9,006",Moderna-mRNA-1083-P301-Phase 3 Coronavirus + Flu Vaccine,PPD,Moderna,Active,Closed,1942PHL | mRNA-1083-P301,104,0,104,"670,014","670,014",No Priority,"898,563",Q4,PPD,Closed,Philadelphia,Vaccine-Other,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,110,0,0,110,44,44,0,,44,66,44,66,,274,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1462,1944,RFT | mRNA-1083-P301,River Forest,Dr. Mary Brown,mRNA-1083-P301,Closed,Closed,Moderna,PPD,COVID_Flu_RSV Combo,Vaccine-Other,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,10/26/2023,Non-Psych,"9,006",Moderna-mRNA-1083-P301-Phase 3 Coronavirus + Flu Vaccine,PPD,Moderna,Active,Closed,1944RFT | mRNA-1083-P301,81,0,81,"525,588","525,588",No Priority,"693,724",Q4,PPD,Closed,River Forest,Vaccine-Other,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,110,0,0,110,44,44,0,,44,66,44,66,,274,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1462,1943,BOS | mRNA-1083-P301,Brookline,Dr. Basmah Jalil,mRNA-1083-P301,Closed,Closed,Moderna,PPD,COVID_Flu_RSV Combo,Vaccine-Other,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,10/25/2023,Non-Psych,"9,006",Moderna-mRNA-1083-P301-Phase 3 Coronavirus + Flu Vaccine,PPD,Moderna,Active,Closed,1943BOS | mRNA-1083-P301,54,0,54,"374,461","374,461",No Priority,"479,087",Q4,PPD,Closed,Brookline,Vaccine-Other,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,110,0,0,110,37,37,0,,37,73,37,73,,274,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1567,2296,BEL | CT-155-R-001,Bellaire,Dr. Shonna Piegari,CT-155-R-001,Maintenance,Maintenance,Click Therapeutics,IQVIA,Schizophrenia,Psychiatry,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Maintenance,0,100%,,12/19/2023,Psych,"11,767",Click Therapeutics-HAB73393-Schizophrenia,IQVIA,Click Therapeutics,Active,Maintenance,2296BEL | CT-155-R-001,7,0,7,"73,573","73,573",No Priority,"105,451",Q4,IQVIA,Maintenance,Bellaire Psych,Psychiatry,76% - 85%,Maintenance,Other,IQVIA,Not Priority,0,0,0,  - ,,6,0,0,10,5,5,0,,5,5,5,5,,"1,045",301 Onwards,N/A,Not Included,,,,,0,0,0,0,0
PMT,293,2373,MDC | C4591044-4,Martin Diagnostic Center,Dr. Earl F. Martin,C4591044 Cohort 4,Closed,Pre-Closed,Pfizer,ICON,COVID-19,Vaccine-COVID,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,9/5/2023,Non-Psych,"7,531",Pfizer-DMCR-C4591044,ICON,Pfizer,Active,Closed,2373MDC | C4591044-4,22,0,22,"172,016","172,016",No Priority,"59,359",Q3,ICON,Closed,Martin Diagnostic Center,Vaccine-COVID,76% - 85%,Closed,Pfizer,ICON,Not Priority,0,0,0,  - ,,0,0,0,17,23,23,0,,23,-6,23,-6,,"1,019",301 Onwards,N/A,Not Included,,,,,0,0,0,0,0
PMT,293,2374,BEL | C4591044-4,Bellaire,Dr. Bonnie Colville,C4591044 Cohort 4,Closed,Pre-Closed,Pfizer,ICON,COVID-19,Vaccine-COVID,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,9/5/2023,Non-Psych,"7,531",Pfizer-DMCR-C4591044,ICON,Pfizer,Active,Closed,2374BEL | C4591044-4,11,0,11,"86,730","86,730",No Priority,"30,288",Q3,ICON,Closed,Bellaire Non-Psych,Vaccine-COVID,76% - 85%,Closed,Pfizer,ICON,Not Priority,0,0,0,  - ,,0,0,0,20,11,11,0,,11,9,11,9,,"1,019",301 Onwards,N/A,Not Included,,,,,0,0,0,0,0
PMT,1462,2721,NJC | mRNA-1083-P301,Jersey City,Dr. Asisat Ope,mRNA-1083-P301,Closed,,Moderna,PPD,COVID_Flu_RSV Combo,Vaccine-Other,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,Study Not Started,Non-Psych,"9,006",Moderna-mRNA-1083-P301-Phase 3 Coronavirus + Flu Vaccine,PPD,Moderna,Active,Closed,2721NJC | mRNA-1083-P301,0,0,0,0,0,No Priority,"12,700",,PPD,Closed,Jersey City,Vaccine-Other,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,25,0,0,40,,,0,,0,40,0,40,,274,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1462,2720,AOM | mRNA-1083-P301,AOM,Dr. Ramsey Joudeh,mRNA-1083-P301,Closed,Closed,Moderna,PPD,COVID_Flu_RSV Combo,Vaccine-Other,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,11/9/2023,Non-Psych,"9,006",Moderna-mRNA-1083-P301-Phase 3 Coronavirus + Flu Vaccine,PPD,Moderna,Active,Closed,2720AOM | mRNA-1083-P301,18,0,18,"150,413","150,413",No Priority,"184,886",Q4,PPD,Closed,AOM,Vaccine-Other,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,40,0,0,40,7,7,0,,7,33,7,33,,274,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1462,2390 & 4717,HBL | mRNA-1083-P301,Humble,Dr. Fredric Santiago,mRNA-1083-P301,Closed,Closed,Moderna,PPD,COVID_Flu_RSV Combo,Vaccine-Other,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,11/1/2023,Non-Psych,"9,006",Moderna-mRNA-1083-P301-Phase 3 Coronavirus + Flu Vaccine,PPD,Moderna,Active,Closed,2390 & 4717HBL | mRNA-1083-P301,74,0,74,"459,237","459,237",No Priority,"626,462",Q4,PPD,Closed,Humble,Vaccine-Other,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,0,0,0,0,0,0,0,,0,0,0,0,,0,0 to 60 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1469,2750,SGL | mRNA-1018-P101 - A,Sugarland,Dr. Lisa Holloway,mRNA-1018-P101,Closed,Closed,Moderna,Parexel,Influenza,Vaccine-Influenza,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,9/27/2023,Non-Psych,"18,846",Moderna-mRNA-1018-P101-Pandemic Flu Vaccine-275668,Parexel,Moderna,Active,Closed,2750SGL | mRNA-1018-P101 - A,46,0,46,"981,686","981,686",No Priority,"164,872",Q3,Parexel,Closed,Sugarland,Vaccine-Influenza,76% - 85%,Closed,Moderna,Parexel,Not Priority,0,0,0,  - ,,,0,0,60,109,109,0,,109,-49,109,-49,,273,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1469,2749,MDC | mRNA-1018-P101 - A,Martin Diagnostic Center,Dr. Earl F. Martin,mRNA-1018-P101,Closed,Closed,Moderna,Parexel,Influenza,Vaccine-Influenza,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,9/27/2023,Non-Psych,"18,846",Moderna-mRNA-1018-P101-Pandemic Flu Vaccine-275668,Parexel,Moderna,Active,Closed,2749MDC | mRNA-1018-P101 - A,74,0,74,"1,545,362","1,545,362",No Priority,"239,564",Q3,Parexel,Closed,Martin Diagnostic Center,Vaccine-Influenza,76% - 85%,Closed,Moderna,Parexel,Not Priority,0,0,0,  - ,,0,0,0,60,133,133,0,,133,-73,133,-73,,273,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1363,1690,CYF | VAX24-112,CyFair,Dr. Kashif Ali,VAX24-112,Closed,Closed,Vaxcyte,Linical,Pneumococcal,Vaccine-Other,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,10/18/2023,Non-Psych,"23,943",Vaxcyte Linical-Pediatric Pnuemococcal Vaccine-ERN: 6868,Linical,Vaxcyte,Active,Closed,1690CYF | VAX24-112,8,0,8,"202,216","202,216",No Priority,"242,913",Q4,Others,Closed,CyFair,Vaccine-Other,76% - 85%,Closed,Vaxcyte,Other,Not Priority,0,0,0,  - ,,0,0,0,0,11,11,0,,11,-11,11,-11,,269,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1571,2327 & 5469,MDC | VBD00003,Martin Diagnostic Center,Dr. Earl F. Martin,VBD00003,Maintenance,Maintenance,Sanofi,ICON,RSV,Vaccine-Respiratory,Vaccine,,"20,635","31,926",0,0,0,0,0,0,0,0,0,0,"52,561.00",Maintenance,0,100%,,12/26/2023,Non-Psych,"18,227", Sanofi-VBD00003-RSV/hMPV ,ICON,Sanofi,Active,Maintenance,2327 & 5469MDC | VBD00003,27,0,27,"940,672","940,672",No Priority,"969,352",Q4,ICON,Maintenance,Martin Diagnostic Center,Vaccine-Respiratory,76% - 85%,Maintenance,Sanofi,ICON,Not Priority,"52,561",0,0,  - ,,0,0,0,0,0,0,0,,0,0,0,0,,0,0 to 60 Days,N/A,Not Included,,,,,"20,635","31,926",0,0,"52,561"
PMT,1579,2352,AOM | C5241007,AOM,Dr. Ramsey Joudeh,C5241007,Closed,Closed,Pfizer,ICON,RSV,Respiratory,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,1/25/2024,Non-Psych,"11,197",Pfizer-C5241007-Phase 2/3 RSV,ICON,Pfizer,Active,Closed,2352AOM | C5241007,1,0,1,"11,197","11,197",No Priority,"40,695",Q1,ICON,Closed,AOM,Vaccine-Respiratory,76% - 85%,Closed,Pfizer,ICON,Not Priority,0,0,0,  - ,,14,0,0,20,1,1,0,,1,19,1,19,,273,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1603,2669,PHL | mRNA-1345-P202,Philadelphia,Dr. Kem Yenal,mRNA-1345-P202,Closed,Closed,Moderna,Parexel,RSV Vaccine,Vaccine-Respiratory,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,11/20/2023,Non-Psych,"7,317", Moderna-mRNA-1345-P202- Phase 2 Pediatric RSV Vaccine ,Parexel,Moderna,Active,Closed,2669PHL | mRNA-1345-P202,6,0,6,"51,715","51,715",No Priority,"80,867",Q4,Parexel,Closed,Philadelphia,Vaccine-Respiratory,76% - 85%,Closed,Moderna,Parexel,Not Priority,0,0,0,  - ,,0,0,0,340,,,0,,0,340,0,340,,273,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1603,2442,CYF | mRNA-1345-P202,CyFair,Dr. Kashif Ali,mRNA-1345-P202,Maintenance,Maintenance,Moderna,Parexel,RSV Vaccine,Vaccine-Respiratory,Vaccine,,0,-66,0,0,0,0,0,0,0,0,0,0,-66.00,Maintenance,0,100%,,11/8/2023,Non-Psych,"7,317", Moderna-mRNA-1345-P202- Phase 2 Pediatric RSV Vaccine ,Parexel,Moderna,Active,Closed,2442CYF | mRNA-1345-P202,20,0,20,"182,124","182,124",No Priority,"252,242",Q4,Parexel,Closed,CyFair,Vaccine-Respiratory,76% - 85%,Closed,Moderna,Parexel,Not Priority,-66,0,0,  - ,,0,0,0,340,16,16,0,,16,324,16,324,,273,151 to 300 Days,N/A,Not Included,,,,,0,-66,0,0,-66
PMT,1544,2187,BEL | mRNA-1345-P201,Bellaire,Dr. Bonnie Colville,mRNA-1345-P201,Closed,,Moderna,Parexel,RSV Vaccine,Vaccine-Respiratory,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,Study Not Started,Non-Psych,"13,203",Moderna-mRNA-1345-P201-RSV Pregnant Women,Parexel,Moderna,Active,Closed,2187BEL | mRNA-1345-P201,0,0,0,0,0,No Priority,"22,065",,Parexel,Closed,Bellaire Non-Psych,Vaccine-Respiratory,76% - 85%,Closed,Moderna,Parexel,Not Priority,0,0,0,  - ,,15,0,0,20,,,0,,0,20,0,20,,"1,067",301 Onwards,N/A,Not Included,,,,,0,0,0,0,0
PMT,1544,2480,NLO | mRNA-1345-P201,NLOBG,Dr. Lisa Eng,mRNA-1345-P201,Closed,,Moderna,Parexel,RSV Vaccine,Vaccine-Respiratory,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,Study Not Started,Non-Psych,"13,203",Moderna-mRNA-1345-P201-RSV Pregnant Women,Parexel,Moderna,Active,Closed,2480NLO | mRNA-1345-P201,0,0,0,0,0,No Priority,"18,300",,Parexel,Closed,NLOBG,Vaccine-Respiratory,76% - 85%,Closed,Moderna,Parexel,Not Priority,0,0,0,  - ,,20,0,0,20,,,0,,0,20,0,20,,"1,008",301 Onwards,N/A,Not Included,,,,,0,0,0,0,0
PMT,1424,2782,CYF | mRNA-1010-P303 | Pt B & C,CyFair,Dr. Muhammad Irfan,mRNA-1010-P303 Part B & C Extension,Closed,Closed,Moderna,PPD,Influenza,Vaccine-Influenza,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,11/14/2023,Non-Psych,"8,669", Moderna-DMCR-mRNA-1010-P303-ERN: 6886 ,PPD,Moderna,Active,Closed,2782CYF | mRNA-1010-P303 | Pt B & C,106,0,106,"673,660","673,660",No Priority,"842,538",Q4,PPD,Closed,CyFair,Vaccine-Influenza,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,,0,0,110,76,76,0,,76,34,76,34,,273,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1424,2777,HBL | mRNA-1010-P303 | Pt B & C,Humble,Dr. Fredric Santiago,mRNA-1010-P303 Part B & C Extension,Closed,Closed,Moderna,PPD,Influenza,Vaccine-Influenza,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,11/17/2023,Non-Psych,"8,669", Moderna-DMCR-mRNA-1010-P303-ERN: 6886 ,PPD,Moderna,Active,Closed,2777HBL | mRNA-1010-P303 | Pt B & C,40,0,40,"262,972","262,972",No Priority,"316,326",Q4,PPD,Closed,Humble,Vaccine-Influenza,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,50,0,0,150,36,36,0,,36,114,36,114,,273,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1424,2776,PHL | mRNA-1010-P303 | Pt B & C,Philadelphia,Dr. David Wheeler,mRNA-1010-P303 Part B & C Extension,Closed,Closed,Moderna,PPD,Influenza,Vaccine-Influenza,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,11/16/2023,Non-Psych,"8,669", Moderna-DMCR-mRNA-1010-P303-ERN: 6886 ,PPD,Moderna,Active,Closed,2776PHL | mRNA-1010-P303 | Pt B & C,59,0,59,"392,042","392,042",No Priority,"469,400",Q4,PPD,Closed,Philadelphia,Vaccine-Influenza,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,50,0,0,110,49,49,0,,49,61,49,61,,273,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1424,2775,TMB | mRNA-1010-P303 | Pt B & C,Tomball 13406,Dr. Vicki Miller,mRNA-1010-P303 Part B & C Extension,Closed,Closed,Moderna,PPD,Influenza,Vaccine-Influenza,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,11/13/2023,Non-Psych,"8,669", Moderna-DMCR-mRNA-1010-P303-ERN: 6886 ,PPD,Moderna,Active,Closed,2775TMB | mRNA-1010-P303 | Pt B & C,98,0,98,"654,727","654,727",No Priority,"791,075",Q4,PPD,Closed,Tomball 13406,Vaccine-Influenza,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,50,0,0,110,77,77,0,,77,33,77,33,,273,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1424,2774,SGL | mRNA-1010-P303 | Pt B & C,Sugarland,Dr. Lisa Holloway,mRNA-1010-P303 Part B & C Extension,Closed,Closed,Moderna,PPD,Influenza,Vaccine-Influenza,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,11/17/2023,Non-Psych,"8,669", Moderna-DMCR-mRNA-1010-P303-ERN: 6886 ,PPD,Moderna,Active,Closed,2774SGL | mRNA-1010-P303 | Pt B & C,68,0,68,"446,268","446,268",No Priority,"527,975",Q4,PPD,Closed,Sugarland,Vaccine-Influenza,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,50,0,0,110,43,43,0,,43,67,43,67,,273,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1424,2773,RFT | mRNA-1010-P303 | Pt B & C,River Forest,Dr. Mary Brown,mRNA-1010-P303 Part B & C Extension,Closed,Closed,Moderna,PPD,Influenza,Vaccine-Influenza,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,11/14/2023,Non-Psych,"8,669", Moderna-DMCR-mRNA-1010-P303-ERN: 6886 ,PPD,Moderna,Active,Closed,2773RFT | mRNA-1010-P303 | Pt B & C,57,0,57,"365,948","365,948",No Priority,"438,103",Q4,PPD,Closed,River Forest,Vaccine-Influenza,76% - 85%,Closed,Moderna,PPD,Not Priority,0,0,0,  - ,,,0,0,110,41,41,0,,41,69,41,69,,273,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1643,2813,PHL | C5261002,Philadelphia,Dr. Kem Yenal,C5261002,Closed,,Pfizer,Unknown,COVID_Flu_RSV Combo,Vaccine-Other,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,Study Not Started,Non-Psych,"9,772", Pfizer-C5261002-COVID + Flu Vaccine ERN 7165 ,No CRO,Pfizer,Active,Closed,2813PHL | C5261002,0,0,0,0,0,No Priority,"16,381",,No CRO,Closed,Philadelphia,Vaccine-Other,76% - 85%,Closed,Pfizer,Other,Not Priority,0,0,0,  - ,,0,0,0,80,,,0,,0,80,0,80,,273,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1643,2812,BEL | C5261002,Bellaire,Dr. Bonnie Colville,C5261002,Closed,,Pfizer,Unknown,COVID_Flu_RSV Combo,Vaccine-Other,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,0%,,Study Not Started,Non-Psych,"9,772", Pfizer-C5261002-COVID + Flu Vaccine ERN 7165 ,No CRO,Pfizer,Active,Closed,2812BEL | C5261002,0,0,0,0,0,No Priority,"16,381",,No CRO,Closed,Bellaire Non-Psych,Vaccine-Other,0% - 10%,Closed,Pfizer,Other,Not Priority,0,0,0,  - ,,0,0,0,80,,,0,,0,80,0,80,,273,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1643,2703,MDC | C5261002,Martin Diagnostic Center,Dr. Earl F. Martin,C5261002,Closed,Closed,Pfizer,Unknown,COVID_Flu_RSV Combo,Vaccine-Other,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Closed,0,100%,,1/31/2024,Non-Psych,"4,301", Pfizer-C5261002-COVID + Flu Vaccine ERN 7165 ,No CRO,Pfizer,Active,Closed,2703MDC | C5261002,40,0,40,"190,552","190,552",No Priority,"256,531",Q1,No CRO,Closed,Martin Diagnostic Center,Vaccine-Other,76% - 85%,Closed,Pfizer,Other,Not Priority,0,0,0,  - ,,0,0,0,80,45,45,0,,45,35,45,35,,273,151 to 300 Days,N/A,Not Included,,,,,0,0,0,0,0
PMT,1632,2659,MDC | C4931001,Martin Diagnostic Center,Dr. Earl F. Martin,C4931001,Maintenance,Maintenance,Pfizer,ICON,Pneumococcal,Vaccine-Other,Vaccine,,0,684,"18,843","7,934",0,0,0,0,0,0,0,0,"27,461.08",Maintenance,0,100%,,1/5/2024,Non-Psych,"3,136", Pfizer-C4931001-Phase 1/2 Multivalent Pneumococcal Conjugate Vaccine ,ICON,Pfizer,Active,Maintenance,2659MDC | C4931001,36,0,36,"119,360","119,360",No Priority,"269,914",Q1,ICON,Maintenance,Martin Diagnostic Center,Vaccine-Other,76% - 85%,Maintenance,Pfizer,ICON,Not Priority,"19,527","7,934",0,  - ,,35,0,0,50,39,39,0,,39,11,39,11,,"1,001",301 Onwards,N/A,Not Included,,,,,0,684,"18,843","7,934","27,461"
